DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
230615389,09/17/2023 12:00:00 AM,09/17/2023 12:00:00 AM,200,6,Hollywood,644,1,330,BURGLARY FROM VEHICLE,1609 0344,35,F,B,101,STREET,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,330.0,,,,1300 N  LA BREA                      AV,,34.0962,-118.349
230807891,04/02/2023 12:00:00 AM,03/27/2023 12:00:00 AM,1800,8,West LA,849,1,815,SEXUAL PENETRATION W/FOREIGN OBJECT,0503 0531 0522 0515 0601 0913 1817,30,F,B,718,MASSAGE PARLOR,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,815.0,,,,900 S  ROBERTSON                    BL,,34.0594,-118.3836
231013501,09/09/2023 12:00:00 AM,08/27/2023 12:00:00 AM,2125,10,West Valley,1043,2,354,THEFT OF IDENTITY,1822 0930,26,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354.0,,,,18600    COLLINS                      ST,,34.1745,-118.5384
231207564,02/15/2023 12:00:00 AM,02/15/2023 12:00:00 AM,1240,12,77th Street,1267,2,625,OTHER ASSAULT,1251 1258 0913 0444 0429 0417 1815,11,F,H,704,ELEMENTARY SCHOOL,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,625.0,,,,8500 S  FIGUEROA                     ST,,33.9611,-118.2827
230306748,02/21/2023 12:00:00 AM,02/01/2023 12:00:00 AM,600,3,Southwest,314,2,354,THEFT OF IDENTITY,0100 0922,38,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354.0,,,,3300 W  ADAMS                        BL,,34.0326,-118.32
232013979,08/11/2023 12:00:00 AM,08/09/2023 12:00:00 AM,2140,20,Olympic,2013,1,210,ROBBERY,0431 0344 0352 0419 0400 1309 0913,28,F,B,103,ALLEY,512.0,MACE/PEPPER SPRAY,IC,Invest Cont,210.0,,,,WESTERN,3RD                          ST,34.069,-118.3091
230613780,08/13/2023 12:00:00 AM,08/13/2023 12:00:00 AM,100,6,Hollywood,636,1,210,ROBBERY,0209 0302 1822 0342 0334 0400 0432 0354 0355 0312,58,M,W,101,STREET,102.0,HAND GUN,IC,Invest Cont,210.0,,,,1800    CHEROKEE                     AV,,34.1032,-118.3348
231812246,06/21/2023 12:00:00 AM,06/21/2023 12:00:00 AM,200,18,Southeast,1802,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 0408 0913 1814 1300 0444 0416,37,F,B,505,MOTEL,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,236.0,,,,8800 S  BROADWAY,,33.9572,-118.2782
230214398,07/23/2023 12:00:00 AM,07/20/2023 12:00:00 AM,1700,2,Rampart,219,1,520,VEHICLE - ATTEMPT STOLEN,1609 0329 1307,27,M,O,101,STREET,,,IC,Invest Cont,520.0,,,,KENSINGTON,DOUGLAS,34.0725,-118.2532
230605364,01/21/2023 12:00:00 AM,01/21/2023 12:00:00 AM,230,6,Hollywood,636,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0344,22,F,W,207,BAR/COCKTAIL/NIGHTCLUB,,,IC,Invest Cont,440.0,,,,1700 N  HUDSON                       AV,,34.1016,-118.3321
231109571,05/30/2023 12:00:00 AM,05/29/2023 12:00:00 AM,350,11,Northeast,1169,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2000 0913 1813 0416 0302,32,F,W,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,230.0,,,,200 S  AVENUE 55,,34.104,-118.1971
231309185,04/14/2023 12:00:00 AM,04/14/2023 12:00:00 AM,1630,13,Newton,1333,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 1309,0,M,W,405,CLOTHING STORE,,,IC,Invest Cont,442.0,,,,3200 S  CENTRAL                      AV,,34.0174,-118.2621
231311678,06/01/2023 12:00:00 AM,06/01/2023 12:00:00 AM,1545,13,Newton,1362,2,624,BATTERY - SIMPLE ASSAULT,0416,0,F,H,102,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,200 E  51ST                         ST,,33.9965,-118.2718
230508063,04/24/2023 12:00:00 AM,04/23/2023 12:00:00 AM,1900,5,Harbor,506,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510.0,,,,1600 W  215TH                        ST,,33.8335,-118.3065
231305816,02/04/2023 12:00:00 AM,02/04/2023 12:00:00 AM,1000,13,Newton,1317,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,0,M,O,102,SIDEWALK,,,IC,Invest Cont,740.0,,,,17TH                         ST,NAOMI                        AV,34.0242,-118.2471
231708176,04/14/2023 12:00:00 AM,04/14/2023 12:00:00 AM,1345,17,Devonshire,1781,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",,35,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,956.0,,,,20900    GRESHAM                      ST,,34.2306,-118.5885
230913425,08/26/2023 12:00:00 AM,08/26/2023 12:00:00 AM,1600,9,Van Nuys,985,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510.0,,,,4500    HAZELTINE                    AV,,34.153,-118.44
230712986,08/07/2023 12:00:00 AM,07/20/2023 12:00:00 AM,1340,7,Wilshire,724,1,352,PICKPOCKET,1822 0344,42,F,K,405,CLOTHING STORE,,,IC,Invest Cont,352.0,,,,6300 W  3RD                          ST,,34.0735,-118.3571
231510577,05/30/2023 12:00:00 AM,05/26/2023 12:00:00 AM,1645,15,N Hollywood,1517,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1300 0344,0,M,O,203,OTHER BUSINESS,,,IC,Invest Cont,341.0,,,,11300    HARTLAND                     ST,,34.1952,-118.378
231505530,02/06/2023 12:00:00 AM,02/05/2023 12:00:00 AM,2000,15,N Hollywood,1546,1,330,BURGLARY FROM VEHICLE,1300 0344 1609 1307,33,F,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,330.0,,,,11600    CHANDLER                     BL,,34.1687,-118.3849
231204757,01/14/2023 12:00:00 AM,01/14/2023 12:00:00 AM,1130,12,77th Street,1218,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,1266 0917 0601 1822 0421,30,M,B,403,DRUG STORE,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,930.0,,,,5200 S  VERMONT                      AV,,33.9951,-118.2915
230112655,05/19/2023 12:00:00 AM,05/19/2023 12:00:00 AM,1320,1,Central,152,2,624,BATTERY - SIMPLE ASSAULT,1601 0444 0319 0446 0429,25,M,O,102,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,7TH                          ST,S  OLIVE,34.0466,-118.2555
230310757,05/12/2023 12:00:00 AM,05/12/2023 12:00:00 AM,215,3,Southwest,317,1,210,ROBBERY,1822 0342 1300 0344 0334 0443 0906 1816 0432 0371,23,M,H,101,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,210.0,,,,VERMONT,ADAMS,34.0328,-118.2916
230513400,09/11/2023 12:00:00 AM,09/11/2023 12:00:00 AM,1220,5,Harbor,526,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1309 1822 1100 1407 0450,25,M,H,108,PARKING LOT,102.0,HAND GUN,IC,Invest Cont,230.0,998.0,,,ANAHEIM,FRIES                        AV,33.7798,-118.2657
231107251,03/29/2023 12:00:00 AM,03/28/2023 12:00:00 AM,1930,11,Northeast,1169,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510.0,,,,200 S  AVENUE 55,,34.104,-118.1971
230106288,02/03/2023 12:00:00 AM,02/03/2023 12:00:00 AM,1145,1,Central,159,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1609 0329 1300 1307 1822,24,F,K,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740.0,,,,1200    PALMETTO                     ST,,34.0401,-118.2357
232011598,06/15/2023 12:00:00 AM,06/15/2023 12:00:00 AM,200,20,Olympic,2031,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0354 1822,44,M,B,301,GAS STATION,,,IC,Invest Cont,440.0,,,,8TH                          ST,WESTERN,34.058,-118.3091
231111410,07/23/2023 12:00:00 AM,06/10/2023 12:00:00 AM,600,11,Northeast,1136,2,354,THEFT OF IDENTITY,0100 0930,51,M,F,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,4300    EAGLE ROCK                   BL,,34.1227,-118.2232
230807079,03/10/2023 12:00:00 AM,03/10/2023 12:00:00 AM,930,8,West LA,889,1,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),0325 0344 1822,0,M,O,203,OTHER BUSINESS,,,AA,Adult Arrest,343.0,,,,1800    LA CIENEGA                   BL,,34.0425,-118.3818
231812473,06/23/2023 12:00:00 AM,06/23/2023 12:00:00 AM,1505,18,Southeast,1804,1,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),1822 0344 0325 0352,21,M,H,404,DEPARTMENT STORE,,,IC,Invest Cont,343.0,,,,8600    AVALON                       BL,,33.9601,-118.2651
230609405,05/05/2023 12:00:00 AM,05/05/2023 12:00:00 AM,1410,6,Hollywood,659,2,624,BATTERY - SIMPLE ASSAULT,1810 0356 0400,36,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,5200    DE LONGPRE                   AV,,34.0967,-118.3031
231508198,04/07/2023 12:00:00 AM,04/07/2023 12:00:00 AM,1850,15,N Hollywood,1599,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,0,X,X,210,RESTAURANT/FAST FOOD,,,IC,Invest Cont,440.0,,,,3700    CAHUENGA                     BL,,34.135,-118.3611
230912581,08/03/2023 12:00:00 AM,08/03/2023 12:00:00 AM,500,9,Van Nuys,991,1,310,BURGLARY,1609 0344 0358 1414,49,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310.0,,,,15500    BRIARWOOD                    DR,,34.1426,-118.4705
230615368,09/17/2023 12:00:00 AM,09/17/2023 12:00:00 AM,200,6,Hollywood,637,2,624,BATTERY - SIMPLE ASSAULT,0416 1822,27,F,W,101,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,6000    HOLLYWOOD                    BL,,34.103,-118.3225
230814341,09/10/2023 12:00:00 AM,09/10/2023 12:00:00 AM,1500,8,West LA,871,1,330,BURGLARY FROM VEHICLE,0344 1300,53,F,H,108,PARKING LOT,,,IC,Invest Cont,330.0,,,,15300    PACIFIC COAST                HY,,34.033,-118.5294
230119482,09/08/2023 12:00:00 AM,09/08/2023 12:00:00 AM,1040,1,Central,138,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0444 0913 1814 2000,41,M,H,102,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626.0,,,,400 E  4TH                          ST,,34.0468,-118.2415
230410047,07/04/2023 12:00:00 AM,07/04/2023 12:00:00 AM,1030,4,Hollenbeck,497,2,903,CONTEMPT OF COURT,2038,45,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,903.0,,,,2900    SUSSEX                       LN,,34.0229,-118.2154
230118348,08/22/2023 12:00:00 AM,08/20/2023 12:00:00 AM,2110,1,Central,161,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1609,0,X,X,710,OTHER PREMISE,,,IC,Invest Cont,740.0,,,,700 S  FIGUEROA                     ST,,34.0483,-118.2631
231708669,04/25/2023 12:00:00 AM,04/18/2023 12:00:00 AM,1800,17,Devonshire,1745,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1906 1822,24,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,956.0,,,,18000    DEVONSHIRE                   ST,,34.2611,-118.5158
230310187,04/29/2023 12:00:00 AM,04/29/2023 12:00:00 AM,723,3,Southwest,399,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0104 0325 1822,22,X,X,403,DRUG STORE,,,IC,Invest Cont,442.0,,,,4300 S  FIGUEROA                     ST,,34.0054,-118.2827
230610698,06/03/2023 12:00:00 AM,05/31/2023 12:00:00 AM,2325,6,Hollywood,644,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1822 0344,47,M,O,123,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,420.0,,,,1300 N  FULLER                       AV,,34.0944,-118.3495
231806786,02/23/2023 12:00:00 AM,02/23/2023 12:00:00 AM,1030,18,Southeast,1822,1,761,BRANDISH WEAPON,2000 0913 0432 0400 0334,0,M,H,101,STREET,205.0,KITCHEN KNIFE,IC,Invest Cont,761.0,,,,100 E  98TH                         ST,,33.9472,-118.2739
230408937,05/31/2023 12:00:00 AM,05/31/2023 12:00:00 AM,1545,4,Hollenbeck,497,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416 1822,61,M,H,401,MINI-MART,212.0,BOTTLE,IC,Invest Cont,230.0,,,,1400 S  SOTO                         ST,,34.0243,-118.2198
231910355,06/08/2023 12:00:00 AM,06/05/2023 12:00:00 AM,2329,19,Mission,1921,2,946,OTHER MISCELLANEOUS CRIME,1906 0913,45,F,H,501,SINGLE FAMILY DWELLING,511.0,VERBAL THREAT,AO,Adult Other,946.0,,,,15500    SANDRA                       LN,,34.3066,-118.4722
230114388,06/18/2023 12:00:00 AM,06/08/2023 12:00:00 AM,1830,1,Central,185,1,510,VEHICLE - STOLEN,,0,,,707,GARAGE/CARPORT,,,AA,Adult Arrest,510.0,,,,1000 S  BROADWAY,,34.0409,-118.2574
231107854,04/13/2023 12:00:00 AM,04/13/2023 12:00:00 AM,1230,11,Northeast,1135,2,623,BATTERY POLICE (SIMPLE),1212 0400 1501,0,M,H,203,OTHER BUSINESS,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,623.0,,,,2100    ROME                         DR,,34.1066,-118.2276
230112700,05/20/2023 12:00:00 AM,05/20/2023 12:00:00 AM,1300,1,Central,155,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 1218 2004 0416,0,M,B,726,POLICE FACILITY,312.0,PIPE/METAL PIPE,IC,Invest Cont,230.0,,,,200 E  6TH                          ST,,34.0448,-118.2474
230111317,04/25/2023 12:00:00 AM,04/23/2023 12:00:00 AM,1545,1,Central,133,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 0385 1300,51,M,W,108,PARKING LOT,,,IC,Invest Cont,331.0,,,,200 S  HILL                         ST,,34.0531,-118.2478
230117039,07/31/2023 12:00:00 AM,07/30/2023 12:00:00 AM,1900,1,Central,111,1,310,BURGLARY,0375 1822 0447 1402,0,X,X,203,OTHER BUSINESS,306.0,ROCK/THROWN OBJECT,IC,Invest Cont,310.0,,,,900 N  BROADWAY,,34.0615,-118.2412
230400963,05/12/2023 12:00:00 AM,05/12/2023 12:00:00 AM,1925,4,Hollenbeck,497,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0906 1300 0329,0,F,H,101,STREET,,,IC,Invest Cont,745.0,,,,2800    GLENN                        AV,,34.0244,-118.2169
231306165,02/11/2023 12:00:00 AM,02/11/2023 12:00:00 AM,1750,13,Newton,1367,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1309 0450 1100 1822 0906 1313,0,M,W,101,STREET,102.0,HAND GUN,IC,Invest Cont,230.0,,,,46TH                         ST,STAUNTON                     AV,34.0016,-118.242
230709779,05/13/2023 12:00:00 AM,05/13/2023 12:00:00 AM,2005,7,Wilshire,764,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0913,31,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,440.0,,,,1600    HAUSER                       BL,,34.0453,-118.3581
230313821,07/20/2023 12:00:00 AM,07/20/2023 12:00:00 AM,330,3,Southwest,334,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510.0,,,,3000    12TH                         AV,,34.0276,-118.3317
231408505,03/27/2023 12:00:00 AM,03/26/2023 12:00:00 AM,1,14,Pacific,1435,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 1300,59,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,331.0,,,,CHARNOCK,PURDUE                       AV,34.014,-118.4243
230116698,07/25/2023 12:00:00 AM,07/25/2023 12:00:00 AM,635,1,Central,119,2,624,BATTERY - SIMPLE ASSAULT,2004 0444,53,F,H,210,RESTAURANT/FAST FOOD,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,500    RAMIREZ                      ST,,34.055,-118.2321
230404978,01/30/2023 12:00:00 AM,01/28/2023 12:00:00 AM,1949,4,Hollenbeck,407,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,34,F,W,101,STREET,,,IC,Invest Cont,740.0,,,,4600    EDISON                       ST,,34.0904,-118.1862
230304531,01/11/2023 12:00:00 AM,01/07/2023 12:00:00 AM,2124,3,Southwest,374,1,310,BURGLARY,0329 0202 0344 1602 1822,22,X,X,708,CHURCH/CHAPEL (CHANGED 03-03 FROM CHURCH/TEMPLE),,,IC,Invest Cont,310.0,,,,2500 W  MARTIN LUTHER KING JR        BL,,34.0148,-118.3222
231508906,04/25/2023 12:00:00 AM,04/24/2023 12:00:00 AM,1930,15,N Hollywood,1583,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1300 0344,28,M,W,101,STREET,,,IC,Invest Cont,331.0,,,,12100    HOFFMAN                      ST,,34.1455,-118.3942
230611237,06/16/2023 12:00:00 AM,06/03/2023 12:00:00 AM,1000,6,Hollywood,636,2,354,THEFT OF IDENTITY,1822 0928,45,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354.0,,,,1700    CHEROKEE                     AV,,34.1016,-118.3348
230109550,03/29/2023 12:00:00 AM,03/25/2023 12:00:00 AM,2030,1,Central,148,1,210,ROBBERY,0344 0337 0401 1822,57,F,H,102,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210.0,,,,5TH                          ST,SAN PEDRO,34.0435,-118.2427
230908560,04/25/2023 12:00:00 AM,04/22/2023 12:00:00 AM,807,9,Van Nuys,941,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),1822 0325,19,F,H,404,DEPARTMENT STORE,,,IC,Invest Cont,442.0,,,,5700 N  SEPULVEDA                    BL,,34.174,-118.4661
230604608,01/16/2023 12:00:00 AM,01/15/2023 12:00:00 AM,1800,6,Hollywood,639,1,310,BURGLARY,1822 1601 1609 0329 0344 0324,0,X,X,210,RESTAURANT/FAST FOOD,,,IC,Invest Cont,310.0,,,,5200    HOLLYWOOD                    BL,,34.1036,-118.3049
231513879,08/19/2023 12:00:00 AM,08/19/2023 12:00:00 AM,750,15,N Hollywood,1591,1,330,BURGLARY FROM VEHICLE,1822 1300 0344,30,F,H,101,STREET,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,330.0,,,,8500    MULHOLLAND                   DR,,34.1325,-118.3974
231208914,03/23/2023 12:00:00 AM,03/23/2023 12:00:00 AM,800,12,77th Street,1265,1,330,BURGLARY FROM VEHICLE,0344,71,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,330.0,,,,1100 W  85TH                         ST,,33.9609,-118.294
231906779,03/08/2023 12:00:00 AM,03/08/2023 12:00:00 AM,2130,19,Mission,1966,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1814 0444,34,F,H,108,PARKING LOT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626.0,,,,9400    VAN NUYS                     BL,,34.2386,-118.4464
231910968,06/27/2023 12:00:00 AM,06/26/2023 12:00:00 AM,600,19,Mission,1972,2,860,BATTERY WITH SEXUAL CONTACT,0510 1814 0448 0503 2000 0913,49,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626.0,860.0,,,9000    COLUMBUS                     AV,,34.2337,-118.4654
231004179,01/04/2023 12:00:00 AM,01/04/2023 12:00:00 AM,1820,10,West Valley,1063,1,330,BURGLARY FROM VEHICLE,0344 1300 1822 1605,34,F,H,510,NURSING/CONVALESCENT/RETIREMENT HOME,,,IC,Invest Cont,330.0,,,,18700    BURBANK                      BL,,34.1724,-118.5407
231007396,03/29/2023 12:00:00 AM,03/24/2023 12:00:00 AM,2030,10,West Valley,1024,2,624,BATTERY - SIMPLE ASSAULT,0400 1822 0417 0444 0910 0429,37,F,O,124,BUS STOP,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,RESEDA                       BL,VANOWEN                      ST,34.1939,-118.536
231707234,03/08/2023 12:00:00 AM,03/07/2023 12:00:00 AM,2230,17,Devonshire,1794,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1210,35,F,O,103,ALLEY,,,IC,Invest Cont,740.0,,,,8300    AMIGO                        AV,,34.2215,-118.5379
231205573,01/29/2023 12:00:00 AM,01/29/2023 12:00:00 AM,110,12,77th Street,1249,1,220,ATTEMPTED ROBBERY,1822 0416 1309,21,F,B,101,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,220.0,,,,DENVER                       ST,69TH                         ST,33.9774,-118.2838
231813077,07/07/2023 12:00:00 AM,07/07/2023 12:00:00 AM,800,18,Southeast,1844,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1822 0344 0385,38,M,H,101,STREET,,,IC,Invest Cont,331.0,,,,109TH                        ST,AVALON,33.9373,-118.2652
232107873,04/17/2023 12:00:00 AM,04/14/2023 12:00:00 AM,100,21,Topanga,2118,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420.0,,,,20300    BALTAR                       ST,,34.2166,-118.5754
230713087,08/09/2023 12:00:00 AM,04/15/2023 12:00:00 AM,1648,7,Wilshire,721,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0325 1822,0,X,X,416,THE BEVERLY CENTER,,,IC,Invest Cont,341.0,,,,8500    BEVERLY                      BL,,34.0761,-118.3766
231712603,07/11/2023 12:00:00 AM,07/11/2023 12:00:00 AM,30,17,Devonshire,1756,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510.0,,,,17200    LASSEN                       ST,,34.254,-118.5128
230911869,07/17/2023 12:00:00 AM,07/16/2023 12:00:00 AM,1700,9,Van Nuys,969,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420.0,,,,12600    RIVERSIDE                    DR,,34.1576,-118.4074
230813950,08/30/2023 12:00:00 AM,08/30/2023 12:00:00 AM,1945,8,West LA,835,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0416,42,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626.0,,,,1800    MALCOLM                      AV,,34.0502,-118.4345
231910393,06/11/2023 12:00:00 AM,03/30/2023 12:00:00 AM,630,19,Mission,1983,2,649,DOCUMENT FORGERY / STOLEN FELONY,1822 0923,57,M,W,507,CONDOMINIUM/TOWNHOUSE,,,IC,Invest Cont,649.0,,,,8500    BURNET                       AV,,34.2246,-118.4633
231011192,07/09/2023 12:00:00 AM,07/08/2023 12:00:00 AM,1200,10,West Valley,1035,1,310,BURGLARY,1822 0344 1607 0329 0321 0358 1202,60,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310.0,,,,6700    WHITE OAK                    AV,,34.19,-118.5262
231704234,01/06/2023 12:00:00 AM,01/06/2023 12:00:00 AM,1100,17,Devonshire,1767,2,237,CHILD NEGLECT (SEE 300 W.I.C.),1257 0553 1501 0913,4,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,237.0,,,,18400    PLUMMER                      ST,,34.2428,-118.5338
231107847,04/13/2023 12:00:00 AM,04/13/2023 12:00:00 AM,1045,11,Northeast,1148,2,624,BATTERY - SIMPLE ASSAULT,1300 0400 1302 0444 0429 1822 0369,40,M,O,108,PARKING LOT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,,,,4500 N  FIGUEROA                     ST,,34.0962,-118.2072
230211115,05/22/2023 12:00:00 AM,05/21/2023 12:00:00 AM,730,2,Rampart,246,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1822 1300,19,F,H,101,STREET,,,IC,Invest Cont,740.0,,,,300 S  WESTLAKE                     AV,,34.0625,-118.2715
230109765,04/03/2023 12:00:00 AM,04/03/2023 12:00:00 AM,10,1,Central,158,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,41,F,B,503,HOTEL,,,IC,Invest Cont,440.0,,,,600 S  CENTRAL                      AV,,34.039,-118.24
230906695,03/09/2023 12:00:00 AM,02/20/2023 12:00:00 AM,1725,9,Van Nuys,932,1,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),0344,54,M,H,213,WAREHOUSE,,,IC,Invest Cont,343.0,,,,6100 N  SEPULVEDA                    BL,,34.1807,-118.4662
231100586,03/15/2023 12:00:00 AM,03/15/2023 12:00:00 AM,1930,11,Northeast,1134,1,761,BRANDISH WEAPON,0913 2000 0334 0432 1813 1814 1402,79,F,H,501,SINGLE FAMILY DWELLING,200.0,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,761.0,998.0,,,3000    CAZADOR                      ST,,34.1039,-118.2366
230309519,04/17/2023 12:00:00 AM,04/17/2023 12:00:00 AM,935,3,Southwest,358,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1822 0344 1251,22,M,C,722,COLLEGE/JUNIOR COLLEGE/UNIVERSITY,,,IC,Invest Cont,341.0,,,,3600    TROUSDALE PKWY,,34.0203,-118.2852
